event_time,source,order_id,position_id,symbol,side,status,order_status,quantity,requested_price,executed_price,stop_loss,take_profit,realized_pnl,commission,decision_action,trade_mode,confidence,risk_reward,reason,message
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000020,PAPER_20260513_090812_000020,3715.TW,BUY,SUCCESS,FILLED,38,177.500000,177.500000,173.950000,184.600000,0.000000,9.611625,OPEN_LONG,SWING_TRADE,0.605799,2.000000,多頭分數0.606 >= 閾值0.180,開倉成功
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000021,PAPER_20260513_090812_000021,2324.TW,BUY,SUCCESS,FILLED,194,30.200000,30.200000,29.596000,31.408000,0.000000,8.348790,OPEN_LONG,SWING_TRADE,0.466681,2.000000,多頭分數0.467 >= 閾值0.180,開倉成功
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000022,PAPER_20260513_090812_000022,1717.TW,BUY,SUCCESS,FILLED,61,80.400000,80.400000,78.792000,83.616000,0.000000,6.988770,OPEN_LONG,SWING_TRADE,0.370156,2.000000,多頭分數0.370 >= 閾值0.180,開倉成功
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000023,PAPER_20260513_090812_000023,5347.TW,BUY,SUCCESS,FILLED,25,167.000000,167.000000,163.660000,173.680000,0.000000,5.949375,OPEN_LONG,SWING_TRADE,0.368480,2.000000,多頭分數0.368 >= 閾值0.180,開倉成功
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000024,PAPER_20260513_090812_000024,1504.TW,BUY,SUCCESS,FILLED,50,71.900000,71.900000,70.462000,74.776000,0.000000,5.122875,OPEN_LONG,SWING_TRADE,0.316800,2.000000,多頭分數0.317 >= 閾值0.180,開倉成功
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000025,PAPER_20260513_090812_000025,2374.TW,BUY,SUCCESS,FILLED,38,80.600000,80.600000,78.988000,83.824000,0.000000,4.364490,OPEN_LONG,SWING_TRADE,0.212629,2.000000,多頭分數0.213 >= 閾值0.180,開倉成功
2026-05-13 09:09:08,auto-monitor,PAPER_20260513_090908_000026,PAPER_20260513_090908_000026,1612.TW,BUY,SUCCESS,FILLED,71,36.700000,36.700000,35.966000,38.168000,0.000000,3.713123,OPEN_LONG,SWING_TRADE,0.589997,2.000000,多頭分數0.590 >= 閾值0.180,開倉成功
2026-05-13 09:10:12,auto-monitor,PAPER_20260513_091012_000027,PAPER_20260513_091012_000027,8088.TW,BUY,SUCCESS,FILLED,43,51.600000,51.600000,50.568000,53.664000,0.000000,3.161790,OPEN_LONG,SWING_TRADE,0.579019,2.000000,多頭分數0.579 >= 閾值0.180,開倉成功
2026-05-13 09:12:05,auto-stop,PAPER_20260513_091205_000028,PAPER_20260513_090612_000007,2301.TW,SELL,SUCCESS,FILLED,258,214.500000,214.500000,214.620000,227.760000,-1320.376275,78.860925,,NO_TRADE,0.000000,,停損觸發：最新價 214.50 <= 停損 214.62,平倉成功，損益 -1320.38
2026-05-13 09:12:20,auto-monitor,PAPER_20260513_091220_000029,PAPER_20260513_091220_000029,2301.TW,BUY,SUCCESS,FILLED,47,214.500000,214.500000,210.210000,223.080000,0.000000,14.366138,OPEN_LONG,SWING_TRADE,0.237942,2.000000,多頭分數0.238 >= 閾值0.180,開倉成功
2026-05-13 09:13:05,auto-stop,PAPER_20260513_091305_000030,PAPER_20260513_090612_000001,2464.TW,SELL,SUCCESS,FILLED,1327,110.500000,110.500000,110.740000,117.520000,-3740.132913,208.952738,,NO_TRADE,0.000000,,停損觸發：最新價 110.50 <= 停損 110.74,平倉成功，損益 -3740.13
2026-05-13 09:13:08,auto-monitor,PAPER_20260513_091308_000031,PAPER_20260513_091308_000031,1711.TW,BUY,SUCCESS,FILLED,576,53.100000,53.100000,52.038000,55.224000,0.000000,43.584480,OPEN_LONG,SWING_TRADE,0.787990,2.000000,多頭分數0.788 >= 閾值0.180,開倉成功
2026-05-13 09:13:08,auto-monitor,PAPER_20260513_091308_000032,PAPER_20260513_091308_000032,2464.TW,BUY,SUCCESS,FILLED,235,110.500000,110.500000,108.290000,114.920000,0.000000,37.003688,OPEN_LONG,SWING_TRADE,0.375170,2.000000,多頭分數0.375 >= 閾值0.180,開倉成功
2026-05-13 09:15:08,auto-monitor,PAPER_20260513_091508_000033,PAPER_20260513_091508_000033,3706.TW,BUY,SUCCESS,FILLED,269,82.000000,82.000000,80.360000,85.280000,0.000000,31.432650,OPEN_LONG,SWING_TRADE,0.784958,2.000000,多頭分數0.785 >= 閾值0.180,開倉成功
2026-05-13 09:15:08,auto-monitor,PAPER_20260513_091508_000034,PAPER_20260513_091508_000034,2472.TW,BUY,SUCCESS,FILLED,84,223.000000,223.000000,218.540000,231.920000,0.000000,26.693100,OPEN_LONG,SWING_TRADE,0.345674,2.000000,多頭分數0.346 >= 閾值0.180,開倉成功
2026-05-13 09:16:15,auto-stop,PAPER_20260513_091615_000035,PAPER_20260513_090612_000002,3035.TW,SELL,SUCCESS,FILLED,634,196.500000,196.500000,196.980000,209.040000,-3212.121375,177.527925,,NO_TRADE,0.000000,,停損觸發：最新價 196.50 <= 停損 196.98,平倉成功，損益 -3212.12
2026-05-13 09:18:12,auto-monitor,PAPER_20260513_091812_000036,PAPER_20260513_091812_000036,2313.TW,BUY,SUCCESS,FILLED,140,247.500000,247.500000,242.550000,257.400000,0.000000,49.376250,OPEN_LONG,SWING_TRADE,0.358360,2.000000,多頭分數0.358 >= 閾值0.180,開倉成功
2026-05-13 09:19:00,auto-monitor,PAPER_20260513_091900_000037,PAPER_20260513_091900_000037,3035.TW,BUY,SUCCESS,FILLED,151,195.000000,195.000000,191.100000,202.800000,0.000000,41.959125,OPEN_LONG,SWING_TRADE,0.277653,2.000000,多頭分數0.278 >= 閾值0.180,開倉成功
2026-05-13 09:25:08,auto-monitor,PAPER_20260513_092508_000038,PAPER_20260513_092508_000038,2485.TW,BUY,SUCCESS,FILLED,365,68.500000,68.500000,67.130000,71.240000,0.000000,35.628563,OPEN_LONG,SWING_TRADE,0.874136,2.000000,多頭分數0.874 >= 閾值0.180,開倉成功
2026-05-13 09:26:12,auto-monitor,PAPER_20260513_092612_000039,PAPER_20260513_092612_000039,1597.TW,BUY,SUCCESS,FILLED,117,181.000000,181.000000,177.380000,188.240000,0.000000,30.177225,OPEN_LONG,SWING_TRADE,0.900000,2.000000,多頭分數0.900 >= 閾值0.180,開倉成功
2026-05-13 09:27:15,auto-stop,PAPER_20260513_092715_000040,PAPER_20260513_090812_000019,2481.TW,SELL,SUCCESS,FILLED,68,114.000000,114.000000,114.660000,121.680000,-226.383900,11.046600,,NO_TRADE,0.000000,,停損觸發：最新價 114.00 <= 停損 114.66,平倉成功，損益 -226.38
2026-05-13 09:27:15,auto-stop,PAPER_20260513_092715_000041,PAPER_20260513_091308_000031,1711.TW,SELL,SUCCESS,FILLED,576,51.900000,51.900000,52.038000,55.224000,-777.384000,42.599520,,NO_TRADE,0.000000,,停損觸發：最新價 51.90 <= 停損 52.04,平倉成功，損益 -777.38
2026-05-13 09:27:15,auto-stop,PAPER_20260513_092715_000042,PAPER_20260513_091812_000036,2313.TW,SELL,SUCCESS,FILLED,140,241.000000,241.000000,242.550000,257.400000,-1007.455750,48.079500,,NO_TRADE,0.000000,,停損觸發：最新價 241.00 <= 停損 242.55,平倉成功，損益 -1007.46
2026-05-13 09:28:12,auto-monitor,PAPER_20260513_092812_000043,PAPER_20260513_092812_000043,2481.TW,BUY,SUCCESS,FILLED,250,115.000000,115.000000,112.700000,119.600000,0.000000,40.968750,OPEN_LONG,SWING_TRADE,0.897399,2.000000,多頭分數0.897 >= 閾值0.180,開倉成功
2026-05-13 09:28:20,auto-monitor,PAPER_20260513_092820_000044,PAPER_20260513_092820_000044,1711.TW,BUY,SUCCESS,FILLED,468,52.200000,52.200000,51.156000,54.288000,0.000000,34.812180,OPEN_LONG,SWING_TRADE,0.620746,2.000000,多頭分數0.621 >= 閾值0.180,開倉成功
2026-05-13 09:28:44,auto-monitor,PAPER_20260513_092844_000045,PAPER_20260513_092844_000045,2313.TW,BUY,SUCCESS,FILLED,85,242.500000,242.500000,237.650000,252.200000,0.000000,29.372813,OPEN_LONG,SWING_TRADE,0.338340,2.000000,多頭分數0.338 >= 閾值0.180,開倉成功
2026-05-13 09:41:05,auto-stop,PAPER_20260513_094105_000046,PAPER_20260513_091012_000027,8088.TW,SELL,SUCCESS,FILLED,43,53.900000,53.900000,50.568000,53.664000,92.435487,3.302723,,NO_TRADE,0.000000,,停利觸發：最新價 53.90 >= 停利 53.66,平倉成功，損益 92.44
2026-05-13 09:42:20,auto-monitor,PAPER_20260513_094220_000047,PAPER_20260513_094220_000047,8088.TW,BUY,SUCCESS,FILLED,336,53.600000,53.600000,52.528000,55.744000,0.000000,25.663680,OPEN_LONG,SWING_TRADE,0.435894,2.000000,多頭分數0.436 >= 閾值0.180,開倉成功
2026-05-13 09:44:43,auto-stop,PAPER_20260513_094443_000048,PAPER_20260513_092820_000044,1711.TW,SELL,SUCCESS,FILLED,468,54.400000,54.400000,51.156000,54.288000,958.508460,36.279360,,NO_TRADE,0.000000,,停利觸發：最新價 54.40 >= 停利 54.29,平倉成功，損益 958.51
2026-05-13 09:46:20,auto-monitor,PAPER_20260513_094620_000049,PAPER_20260513_094620_000049,1711.TW,BUY,SUCCESS,FILLED,366,52.300000,52.300000,51.254000,54.392000,0.000000,27.277065,OPEN_LONG,SWING_TRADE,0.545872,2.000000,多頭分數0.546 >= 閾值0.180,開倉成功
2026-05-13 09:47:05,auto-stop,PAPER_20260513_094705_000050,PAPER_20260513_090708_000016,2367.TW,SELL,SUCCESS,FILLED,207,61.600000,61.600000,61.740000,65.520000,-326.553885,18.170460,,NO_TRADE,0.000000,,停損觸發：最新價 61.60 <= 停損 61.74,平倉成功，損益 -326.55
2026-05-13 09:47:16,auto-monitor,PAPER_20260513_094716_000051,PAPER_20260513_094716_000051,2367.TW,BUY,SUCCESS,FILLED,295,61.600000,61.600000,60.368000,64.064000,0.000000,25.895100,OPEN_LONG,SWING_TRADE,0.259039,2.000000,多頭分數0.259 >= 閾值0.180,開倉成功
2026-05-13 09:50:05,auto-stop,PAPER_20260513_095005_000052,PAPER_20260513_091508_000034,2472.TW,SELL,SUCCESS,FILLED,84,232.000000,232.000000,218.540000,231.920000,701.536500,27.770400,,NO_TRADE,0.000000,,停利觸發：最新價 232.00 >= 停利 231.92,平倉成功，損益 701.54
2026-05-13 09:51:24,auto-monitor,PAPER_20260513_095124_000053,PAPER_20260513_095124_000053,2472.TW,BUY,SUCCESS,FILLED,78,233.500000,233.500000,228.830000,242.840000,0.000000,25.953525,OPEN_LONG,SWING_TRADE,0.934478,2.000000,多頭分數0.934 >= 閾值0.180,開倉成功
2026-05-13 10:11:15,auto-stop,PAPER_20260513_101115_000054,PAPER_20260513_095124_000053,2472.TW,SELL,SUCCESS,FILLED,78,228.500000,228.500000,228.830000,242.840000,-441.351300,25.397775,,NO_TRADE,0.000000,,停損觸發：最新價 228.50 <= 停損 228.83,平倉成功，損益 -441.35
2026-05-13 10:12:20,auto-monitor,PAPER_20260513_101220_000055,PAPER_20260513_101220_000055,2472.TW,BUY,SUCCESS,FILLED,80,228.000000,228.000000,223.440000,237.120000,0.000000,25.992000,OPEN_LONG,SWING_TRADE,0.346475,2.000000,多頭分數0.346 >= 閾值0.180,開倉成功
2026-05-13 10:52:05,auto-stop,PAPER_20260513_105205_000056,PAPER_20260513_090708_000014,3090.TW,SELL,SUCCESS,FILLED,154,122.000000,122.000000,114.660000,121.680000,717.551450,26.772900,,NO_TRADE,0.000000,,停利觸發：最新價 122.00 >= 停利 121.68,平倉成功，損益 717.55
2026-05-13 10:52:20,auto-monitor,PAPER_20260513_105220_000057,PAPER_20260513_105220_000057,3090.TW,BUY,SUCCESS,FILLED,150,122.000000,122.000000,118.580000,125.840000,0.000000,26.077500,OPEN_LONG,SWING_TRADE,0.232925,2.000000,多頭分數0.233 >= 閾值0.180,開倉成功
2026-05-13 11:28:05,auto-stop,PAPER_20260513_112805_000058,PAPER_20260513_090812_000021,2324.TW,SELL,SUCCESS,FILLED,194,31.450000,31.450000,29.596000,31.408000,225.456858,8.694353,,NO_TRADE,0.000000,,停利觸發：最新價 31.45 >= 停利 31.41,平倉成功，損益 225.46
2026-05-13 11:30:04,auto-monitor,PAPER_20260513_113004_000059,PAPER_20260513_113004_000059,2324.TW,BUY,SUCCESS,FILLED,524,31.550000,31.550000,30.919000,32.812000,0.000000,23.558385,OPEN_LONG,SWING_TRADE,1.000000,2.000000,多頭分數1.050 >= 閾值0.180,開倉成功
2026-05-13 11:32:05,auto-stop,PAPER_20260513_113205_000060,PAPER_20260513_092812_000043,2481.TW,SELL,SUCCESS,FILLED,250,120.000000,120.000000,112.700000,119.600000,1166.281250,42.750000,,NO_TRADE,0.000000,,停利觸發：最新價 120.00 >= 停利 119.60,平倉成功，損益 1166.28
2026-05-13 11:33:24,auto-monitor,PAPER_20260513_113324_000061,PAPER_20260513_113324_000061,2481.TW,BUY,SUCCESS,FILLED,155,119.500000,119.500000,117.110000,124.280000,0.000000,26.394563,OPEN_LONG,SWING_TRADE,0.378841,2.000000,多頭分數0.379 >= 閾值0.180,開倉成功
2026-05-13 11:44:05,auto-stop,PAPER_20260513_114405_000062,PAPER_20260513_090708_000015,8028.TW,SELL,SUCCESS,FILLED,66,242.500000,242.500000,227.850000,241.800000,615.326250,22.807125,,NO_TRADE,0.000000,,停利觸發：最新價 242.50 >= 停利 241.80,平倉成功，損益 615.33
2026-05-13 11:45:32,auto-monitor,PAPER_20260513_114532_000063,PAPER_20260513_114532_000063,8028.TW,BUY,SUCCESS,FILLED,74,243.000000,243.000000,238.140000,252.720000,0.000000,25.624350,OPEN_LONG,SWING_TRADE,0.753468,2.000000,多頭分數0.753 >= 閾值0.180,開倉成功
2026-05-13 11:56:05,auto-stop,PAPER_20260513_115605_000064,PAPER_20260513_114532_000063,8028.TW,SELL,SUCCESS,FILLED,74,238.000000,238.000000,238.140000,252.720000,-420.721450,25.097100,,NO_TRADE,0.000000,,停損觸發：最新價 238.00 <= 停損 238.14,平倉成功，損益 -420.72
2026-05-13 11:56:12,auto-monitor,PAPER_20260513_115612_000065,PAPER_20260513_115612_000065,8028.TW,BUY,SUCCESS,FILLED,76,238.000000,238.000000,233.240000,247.520000,0.000000,25.775400,OPEN_LONG,SWING_TRADE,0.202833,2.000000,多頭分數0.203 >= 閾值0.180,開倉成功
2026-05-13 12:02:05,auto-stop,PAPER_20260513_120205_000066,PAPER_20260513_094220_000047,8088.TW,SELL,SUCCESS,FILLED,336,55.900000,55.900000,52.528000,55.744000,720.371400,26.764920,,NO_TRADE,0.000000,,停利觸發：最新價 55.90 >= 停利 55.74,平倉成功，損益 720.37
2026-05-13 12:02:28,auto-monitor,PAPER_20260513_120228_000067,PAPER_20260513_120228_000067,8088.TW,BUY,SUCCESS,FILLED,325,55.900000,55.900000,54.782000,58.136000,0.000000,25.888688,OPEN_LONG,SWING_TRADE,0.869097,2.000000,多頭分數0.869 >= 閾值0.180,開倉成功
2026-05-13 12:22:05,auto-stop,PAPER_20260513_122205_000068,PAPER_20260513_092508_000038,2485.TW,SELL,SUCCESS,FILLED,365,67.100000,67.100000,67.130000,71.240000,-581.528950,34.900387,,NO_TRADE,0.000000,,停損觸發：最新價 67.10 <= 停損 67.13,平倉成功，損益 -581.53
2026-05-13 12:24:04,auto-monitor,PAPER_20260513_122404_000069,PAPER_20260513_122404_000069,2485.TW,BUY,SUCCESS,FILLED,285,67.000000,67.000000,65.660000,69.680000,0.000000,27.210375,OPEN_LONG,SWING_TRADE,0.253173,2.000000,多頭分數0.253 >= 閾值0.180,開倉成功
2026-05-13 12:24:05,auto-stop,PAPER_20260513_122405_000070,PAPER_20260513_092844_000045,2313.TW,SELL,SUCCESS,FILLED,85,237.500000,237.500000,237.650000,252.200000,-483.140000,28.767188,,NO_TRADE,0.000000,,停損觸發：最新價 237.50 <= 停損 237.65,平倉成功，損益 -483.14
2026-05-13 12:24:12,auto-monitor,PAPER_20260513_122412_000071,PAPER_20260513_122412_000071,2313.TW,BUY,SUCCESS,FILLED,81,237.500000,237.500000,232.750000,247.000000,0.000000,27.413438,OPEN_LONG,SWING_TRADE,0.832903,2.000000,多頭分數0.833 >= 閾值0.180,開倉成功
2026-05-13 12:44:26,auto-stop,PAPER_20260513_124426_000072,PAPER_20260513_090708_000009,4540.TW,SELL,SUCCESS,FILLED,629,67.900000,67.900000,63.504000,67.392000,1830.957673,60.860468,,NO_TRADE,0.000000,,停利觸發：最新價 67.90 >= 停利 67.39,平倉成功，損益 1830.96
2026-05-13 12:44:36,auto-monitor,PAPER_20260513_124436_000073,PAPER_20260513_124436_000073,4540.TW,BUY,SUCCESS,FILLED,347,65.600000,65.600000,64.288000,68.224000,0.000000,32.437560,OPEN_LONG,SWING_TRADE,0.435491,2.000000,多頭分數0.435 >= 閾值0.180,開倉成功
2026-05-13 12:58:12,auto-stop,PAPER_20260513_125812_000074,PAPER_20260513_091220_000029,2301.TW,SELL,SUCCESS,FILLED,47,224.000000,224.000000,210.210000,223.080000,417.131463,15.002400,,NO_TRADE,0.000000,,停利觸發：最新價 224.00 >= 停利 223.08,平倉成功，損益 417.13
2026-05-13 12:59:41,auto-monitor,PAPER_20260513_125941_000075,PAPER_20260513_125941_000075,2301.TW,BUY,SUCCESS,FILLED,99,211.500000,211.500000,207.270000,219.960000,0.000000,29.837363,OPEN_LONG,SWING_TRADE,0.900000,2.000000,多頭分數0.900 >= 閾值0.180,開倉成功
2026-05-13 13:17:05,auto-stop,PAPER_20260513_131705_000076,PAPER_20260513_094620_000049,1711.TW,SELL,SUCCESS,FILLED,366,51.200000,51.200000,51.254000,54.392000,-456.580425,26.703360,,NO_TRADE,0.000000,,停損觸發：最新價 51.20 <= 停損 51.25,平倉成功，損益 -456.58
2026-05-13 13:17:08,auto-monitor,PAPER_20260513_131708_000077,PAPER_20260513_131708_000077,1711.TW,BUY,SUCCESS,FILLED,403,51.200000,51.200000,50.176000,53.248000,0.000000,29.402880,OPEN_LONG,SWING_TRADE,0.477860,2.000000,多頭分數0.478 >= 閾值0.180,開倉成功
2026-05-13 13:21:05,auto-stop,PAPER_20260513_132105_000078,PAPER_20260513_090708_000011,2344.TW,SELL,SUCCESS,FILLED,254,121.000000,121.000000,113.680000,120.640000,1184.217850,43.795950,,NO_TRADE,0.000000,,停利觸發：最新價 121.00 >= 停利 120.64,平倉成功，損益 1184.22
2026-05-13 13:22:21,auto-monitor,PAPER_20260513_132221_000079,PAPER_20260513_132221_000079,2344.TW,BUY,SUCCESS,FILLED,182,121.500000,121.500000,119.070000,126.360000,0.000000,31.511025,OPEN_LONG,SWING_TRADE,0.883739,2.000000,多頭分數0.884 >= 閾值0.180,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000001,PAPER_20260513_132615_000001,2301.TW,BUY,SUCCESS,FILLED,709,211.500000,211.500000,207.270000,219.960000,0.000000,213.683738,OPEN_LONG,SWING_TRADE,0.900000,2.000000,多頭分數0.900 >= 閾值0.350,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000002,PAPER_20260513_132615_000002,2344.TW,BUY,SUCCESS,FILLED,1049,121.500000,121.500000,119.070000,126.360000,0.000000,181.621238,OPEN_LONG,SWING_TRADE,0.720000,2.000000,多頭分數0.720 >= 閾值0.350,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000003,PAPER_20260513_132615_000003,2375.TW,BUY,SUCCESS,FILLED,1126,96.200000,96.200000,94.276000,100.048000,0.000000,154.357710,OPEN_LONG,SWING_TRADE,0.720000,2.000000,多頭分數0.720 >= 閾值0.350,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000004,PAPER_20260513_132615_000004,6770.TW,BUY,SUCCESS,FILLED,1519,60.600000,60.600000,59.388000,63.024000,0.000000,131.173245,OPEN_LONG,SWING_TRADE,0.694737,2.000000,多頭分數0.695 >= 閾值0.350,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000005,PAPER_20260513_132615_000005,8110.TW,BUY,SUCCESS,FILLED,1578,49.550000,49.550000,48.559000,51.532000,0.000000,111.420608,OPEN_LONG,SWING_TRADE,0.694570,2.000000,多頭分數0.695 >= 閾值0.350,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000006,PAPER_20260513_132615_000006,2485.TW,BUY,SUCCESS,FILLED,989,67.200000,67.200000,65.660000,69.680000,0.000000,94.706640,OPEN_LONG,SWING_TRADE,0.757272,2.000000,多頭分數0.757 >= 閾值0.350,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000007,PAPER_20260513_132615_000007,2313.TW,BUY,SUCCESS,FILLED,237,238.000000,238.000000,233.730000,248.040000,0.000000,80.378550,OPEN_LONG,SWING_TRADE,0.736786,2.000000,多頭分數0.737 >= 閾值0.350,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000008,PAPER_20260513_132615_000008,1815.TW,BUY,SUCCESS,FILLED,453,106.000000,106.000000,102.900000,109.200000,0.000000,68.425650,OPEN_LONG,SWING_TRADE,0.660142,2.000000,多頭分數0.660 >= 閾值0.350,開倉成功
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000009,PAPER_20260513_132615_000009,1711.TW,BUY,SUCCESS,FILLED,792,51.500000,51.500000,50.274000,53.352000,0.000000,58.122900,OPEN_LONG,SWING_TRADE,0.417082,2.000000,多頭分數0.417 >= 閾值0.350,開倉成功
