closed_time,source,position_id,symbol,trade_mode,entry_time,exit_time,holding_minutes,quantity,entry_price,exit_price,stop_loss,take_profit,is_win,outcome,gross_pnl,net_pnl,return_pct,mae,mfe,mae_pct,mfe_pct,setup_score,setup_confidence,setup_risk_reward,entry_order_id,exit_order_id,entry_reason,exit_reason,raw_signal_summary,block_reason
2026-05-13 11:28:05,auto-stop,PAPER_20260513_090812_000021,2324.TW,SWING_TRADE,2026-05-13 09:08:12,2026-05-13 11:28:05,139,194,30.200000,31.450000,29.596000,31.408000,true,WIN,242.500000,225.456858,4.139073,-9.700000,242.500000,-0.165563,4.139073,0.466681,0.466681,2.000000,PAPER_20260513_090812_000021,PAPER_20260513_112805_000058,多頭分數0.467 >= 閾值0.180,停利觸發：最新價 31.45 >= 停利 31.41,SignalRSI:LONG 47% - RSI超賣 30.6 <= 42.0,
2026-05-13 11:32:05,auto-stop,PAPER_20260513_092812_000043,2481.TW,SWING_TRADE,2026-05-13 09:28:12,2026-05-13 11:32:05,123,250,115.000000,120.000000,112.700000,119.600000,true,WIN,1250.000000,1166.281250,4.347826,-500.000000,1250.000000,-1.739130,4.347826,0.897399,0.897399,2.000000,PAPER_20260513_092812_000043,PAPER_20260513_113205_000060,多頭分數0.897 >= 閾值0.180,停利觸發：最新價 120.00 >= 停利 119.60,"SignalRSI:LONG 90% - RSI超賣 41.9 <= 42.0 | MovingAverageTrend:SHORT 41% - EMA trend down: fast 115.05 < slow 116.17, close 115.00 <= fast",
2026-05-13 11:44:05,auto-stop,PAPER_20260513_090708_000015,8028.TW,SWING_TRADE,2026-05-13 09:07:08,2026-05-13 11:44:05,156,66,232.500000,242.500000,227.850000,241.800000,true,WIN,660.000000,615.326250,4.301075,-297.000000,660.000000,-1.935484,4.301075,0.451774,0.451774,2.000000,PAPER_20260513_090708_000015,PAPER_20260513_114405_000062,多頭分數0.452 >= 閾值0.180,停利觸發：最新價 242.50 >= 停利 241.80,SignalRSI:LONG 45% - RSI超賣 30.2 <= 42.0,
2026-05-13 11:56:05,auto-stop,PAPER_20260513_114532_000063,8028.TW,SWING_TRADE,2026-05-13 11:45:32,2026-05-13 11:56:05,10,74,243.000000,238.000000,238.140000,252.720000,false,LOSS,-370.000000,-420.721450,-2.057613,-370.000000,0.000000,-2.057613,0.000000,0.753468,0.753468,2.000000,PAPER_20260513_114532_000063,PAPER_20260513_115605_000064,多頭分數0.753 >= 閾值0.180,停損觸發：最新價 238.00 <= 停損 238.14,"SignalRSI:SHORT 66% - RSI超買 94.4 >= 62.0 | VolumeBreakout:LONG 49% - Breakout 243.00 > high 242.50 with volume 2.30x >= 1.60x | MovingAverageTrend:LONG 45% - EMA trend up: fast 241.52 > slow 238.89, close 243.00 >= fast",
2026-05-13 12:02:05,auto-stop,PAPER_20260513_094220_000047,8088.TW,SWING_TRADE,2026-05-13 09:42:20,2026-05-13 12:02:05,139,336,53.600000,55.900000,52.528000,55.744000,true,WIN,772.800000,720.371400,4.291045,-100.800000,772.800000,-0.559701,4.291045,0.435894,0.435894,2.000000,PAPER_20260513_094220_000047,PAPER_20260513_120205_000066,多頭分數0.436 >= 閾值0.180,停利觸發：最新價 55.90 >= 停利 55.74,"MovingAverageTrend:LONG 54% - EMA trend up: fast 53.19 > slow 52.33, close 53.60 >= fast | SignalRSI:SHORT 24% - RSI超買 77.6 >= 62.0",
2026-05-13 12:22:05,auto-stop,PAPER_20260513_092508_000038,2485.TW,SWING_TRADE,2026-05-13 09:25:08,2026-05-13 12:22:05,176,365,68.500000,67.100000,67.130000,71.240000,false,LOSS,-511.000000,-581.528950,-2.043796,-511.000000,401.500000,-2.043796,1.605839,0.874136,0.874136,2.000000,PAPER_20260513_092508_000038,PAPER_20260513_122205_000068,多頭分數0.874 >= 閾值0.180,停損觸發：最新價 67.10 <= 停損 67.13,SignalRSI:LONG 87% - RSI超賣 41.3 <= 42.0,
2026-05-13 12:24:05,auto-stop,PAPER_20260513_092844_000045,2313.TW,SWING_TRADE,2026-05-13 09:28:44,2026-05-13 12:24:05,175,85,242.500000,237.500000,237.650000,252.200000,false,LOSS,-425.000000,-483.140000,-2.061856,-425.000000,255.000000,-2.061856,1.237113,0.338340,0.338340,2.000000,PAPER_20260513_092844_000045,PAPER_20260513_122405_000070,多頭分數0.338 >= 閾值0.180,停損觸發：最新價 237.50 <= 停損 237.65,"MovingAverageTrend:SHORT 54% - EMA trend down: fast 243.39 < slow 247.72, close 242.50 <= fast | SignalRSI:LONG 34% - RSI超賣 27.3 <= 42.0",
2026-05-13 12:44:26,auto-stop,PAPER_20260513_090708_000009,4540.TW,SWING_TRADE,2026-05-13 09:07:08,2026-05-13 12:44:26,217,629,64.800000,67.900000,63.504000,67.392000,true,WIN,1949.900000,1830.957673,4.783951,-503.200000,1949.900000,-1.234568,4.783951,0.900000,0.900000,2.000000,PAPER_20260513_090708_000009,PAPER_20260513_124426_000072,多頭分數0.900 >= 閾值0.180,停利觸發：最新價 67.90 >= 停利 67.39,SignalRSI:LONG 90% - RSI超賣 0.0 <= 42.0,
2026-05-13 12:58:12,auto-stop,PAPER_20260513_091220_000029,2301.TW,SWING_TRADE,2026-05-13 09:12:20,2026-05-13 12:58:12,225,47,214.500000,224.000000,210.210000,223.080000,true,WIN,446.500000,417.131463,4.428904,-141.000000,446.500000,-1.398601,4.428904,0.237942,0.237942,2.000000,PAPER_20260513_091220_000029,PAPER_20260513_125812_000074,多頭分數0.238 >= 閾值0.180,停利觸發：最新價 224.00 >= 停利 223.08,SignalRSI:LONG 24% - RSI超賣 17.4 <= 42.0,
2026-05-13 13:17:05,auto-stop,PAPER_20260513_094620_000049,1711.TW,SWING_TRADE,2026-05-13 09:46:20,2026-05-13 13:17:05,210,366,52.300000,51.200000,51.254000,54.392000,false,LOSS,-402.600000,-456.580425,-2.103250,-402.600000,146.400000,-2.103250,0.764818,0.545872,0.545872,2.000000,PAPER_20260513_094620_000049,PAPER_20260513_131705_000076,多頭分數0.546 >= 閾值0.180,停損觸發：最新價 51.20 <= 停損 51.25,"SignalRSI:LONG 55% - RSI超賣 32.7 <= 42.0 | MovingAverageTrend:SHORT 30% - EMA trend down: fast 52.33 < slow 52.48, close 52.30 <= fast",
2026-05-13 13:21:05,auto-stop,PAPER_20260513_090708_000011,2344.TW,SWING_TRADE,2026-05-13 09:07:08,2026-05-13 13:21:05,253,254,116.000000,121.000000,113.680000,120.640000,true,WIN,1270.000000,1184.217850,4.310345,0.000000,1270.000000,0.000000,4.310345,0.744506,0.744506,2.000000,PAPER_20260513_090708_000011,PAPER_20260513_132105_000078,多頭分數0.745 >= 閾值0.180,停利觸發：最新價 121.00 >= 停利 120.64,SignalRSI:LONG 74% - RSI超賣 37.9 <= 42.0,
