entry_time,source,position_id,order_id,symbol,trade_mode,quantity,entry_price,stop_loss,take_profit,setup_score,confidence,risk_reward,decision_action,decision_source,reason,raw_signal_summary,block_reason
2026-05-13 09:07:08,auto-monitor,PAPER_20260513_090708_000011,PAPER_20260513_090708_000011,2344.TW,SWING_TRADE,254,116.000000,113.680000,120.640000,0.744506,0.744506,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.745 >= 閾值0.180,SignalRSI:LONG 74% - RSI超賣 37.9 <= 42.0,
2026-05-13 09:07:08,auto-monitor,PAPER_20260513_090708_000012,PAPER_20260513_090708_000012,1815.TW,SWING_TRADE,236,106.000000,103.880000,110.240000,0.729487,0.729487,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.729 >= 閾值0.180,SignalRSI:LONG 73% - RSI超賣 37.5 <= 42.0,
2026-05-13 09:07:08,auto-monitor,PAPER_20260513_090708_000013,PAPER_20260513_090708_000013,1802.TW,SWING_TRADE,310,68.700000,67.326000,71.448000,0.653693,0.653693,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.654 >= 閾值0.180,SignalRSI:LONG 65% - RSI超賣 35.5 <= 42.0,
2026-05-13 09:07:08,auto-monitor,PAPER_20260513_090708_000014,PAPER_20260513_090708_000014,3090.TW,SWING_TRADE,154,117.000000,114.660000,121.680000,0.576269,0.576269,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.576 >= 閾值0.180,SignalRSI:LONG 58% - RSI超賣 33.5 <= 42.0,
2026-05-13 09:07:08,auto-monitor,PAPER_20260513_090708_000015,PAPER_20260513_090708_000015,8028.TW,SWING_TRADE,66,232.500000,227.850000,241.800000,0.451774,0.451774,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.452 >= 閾值0.180,SignalRSI:LONG 45% - RSI超賣 30.2 <= 42.0,
2026-05-13 09:07:08,auto-monitor,PAPER_20260513_090708_000016,PAPER_20260513_090708_000016,2367.TW,SWING_TRADE,207,63.000000,61.740000,65.520000,0.387658,0.387658,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.388 >= 閾值0.180,SignalRSI:LONG 39% - RSI超賣 28.6 <= 42.0,
2026-05-13 09:07:08,auto-monitor,PAPER_20260513_090708_000017,PAPER_20260513_090708_000017,2375.TW,SWING_TRADE,119,92.900000,91.042000,96.616000,0.336306,0.336306,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.336 >= 閾值0.180,SignalRSI:LONG 34% - RSI超賣 27.2 <= 42.0,
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000018,PAPER_20260513_090812_000018,2439.TW,SWING_TRADE,111,84.900000,83.202000,88.296000,0.895183,0.895183,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.895 >= 閾值0.180,SignalRSI:LONG 90% - RSI超賣 41.9 <= 42.0,
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000019,PAPER_20260513_090812_000019,2481.TW,SWING_TRADE,68,117.000000,114.660000,121.680000,0.885441,0.885441,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.885 >= 閾值0.180,SignalRSI:LONG 89% - RSI超賣 41.6 <= 42.0,
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000020,PAPER_20260513_090812_000020,3715.TW,SWING_TRADE,38,177.500000,173.950000,184.600000,0.605799,0.605799,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.606 >= 閾值0.180,SignalRSI:LONG 61% - RSI超賣 34.3 <= 42.0,
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000021,PAPER_20260513_090812_000021,2324.TW,SWING_TRADE,194,30.200000,29.596000,31.408000,0.466681,0.466681,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.467 >= 閾值0.180,SignalRSI:LONG 47% - RSI超賣 30.6 <= 42.0,
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000022,PAPER_20260513_090812_000022,1717.TW,SWING_TRADE,61,80.400000,78.792000,83.616000,0.370156,0.370156,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.370 >= 閾值0.180,SignalRSI:LONG 37% - RSI超賣 28.1 <= 42.0,
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000023,PAPER_20260513_090812_000023,5347.TW,SWING_TRADE,25,167.000000,163.660000,173.680000,0.368480,0.368480,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.368 >= 閾值0.180,SignalRSI:LONG 37% - RSI超賣 28.0 <= 42.0,
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000024,PAPER_20260513_090812_000024,1504.TW,SWING_TRADE,50,71.900000,70.462000,74.776000,0.316800,0.316800,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.317 >= 閾值0.180,SignalRSI:LONG 32% - RSI超賣 26.7 <= 42.0,
2026-05-13 09:08:12,auto-monitor,PAPER_20260513_090812_000025,PAPER_20260513_090812_000025,2374.TW,SWING_TRADE,38,80.600000,78.988000,83.824000,0.212629,0.212629,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.213 >= 閾值0.180,SignalRSI:LONG 21% - RSI超賣 18.0 <= 42.0,
2026-05-13 09:09:08,auto-monitor,PAPER_20260513_090908_000026,PAPER_20260513_090908_000026,1612.TW,SWING_TRADE,71,36.700000,35.966000,38.168000,0.589997,0.589997,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.590 >= 閾值0.180,SignalRSI:LONG 59% - RSI超賣 33.9 <= 42.0,
2026-05-13 09:10:12,auto-monitor,PAPER_20260513_091012_000027,PAPER_20260513_091012_000027,8088.TW,SWING_TRADE,43,51.600000,50.568000,53.664000,0.579019,0.579019,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.579 >= 閾值0.180,SignalRSI:LONG 58% - RSI超賣 33.6 <= 42.0,
2026-05-13 09:12:20,auto-monitor,PAPER_20260513_091220_000029,PAPER_20260513_091220_000029,2301.TW,SWING_TRADE,47,214.500000,210.210000,223.080000,0.237942,0.237942,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.238 >= 閾值0.180,SignalRSI:LONG 24% - RSI超賣 17.4 <= 42.0,
2026-05-13 09:13:08,auto-monitor,PAPER_20260513_091308_000031,PAPER_20260513_091308_000031,1711.TW,SWING_TRADE,576,53.100000,52.038000,55.224000,0.787990,0.787990,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.788 >= 閾值0.180,SignalRSI:LONG 79% - RSI超賣 39.1 <= 42.0,
2026-05-13 09:13:08,auto-monitor,PAPER_20260513_091308_000032,PAPER_20260513_091308_000032,2464.TW,SWING_TRADE,235,110.500000,108.290000,114.920000,0.375170,0.375170,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.375 >= 閾值0.180,SignalRSI:LONG 38% - RSI超賣 13.8 <= 42.0,
2026-05-13 09:15:08,auto-monitor,PAPER_20260513_091508_000033,PAPER_20260513_091508_000033,3706.TW,SWING_TRADE,269,82.000000,80.360000,85.280000,0.784958,0.784958,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.785 >= 閾值0.180,SignalRSI:LONG 78% - RSI超賣 39.0 <= 42.0,
2026-05-13 09:15:08,auto-monitor,PAPER_20260513_091508_000034,PAPER_20260513_091508_000034,2472.TW,SWING_TRADE,84,223.000000,218.540000,231.920000,0.345674,0.345674,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.346 >= 閾值0.180,SignalRSI:LONG 35% - RSI超賣 27.4 <= 42.0,
2026-05-13 09:18:12,auto-monitor,PAPER_20260513_091812_000036,PAPER_20260513_091812_000036,2313.TW,SWING_TRADE,140,247.500000,242.550000,257.400000,0.358360,0.358360,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.358 >= 閾值0.180,SignalRSI:LONG 36% - RSI超賣 14.2 <= 42.0,
2026-05-13 09:19:00,auto-monitor,PAPER_20260513_091900_000037,PAPER_20260513_091900_000037,3035.TW,SWING_TRADE,151,195.000000,191.100000,202.800000,0.277653,0.277653,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.278 >= 閾值0.180,SignalRSI:LONG 28% - RSI超賣 16.3 <= 42.0,
2026-05-13 09:25:08,auto-monitor,PAPER_20260513_092508_000038,PAPER_20260513_092508_000038,2485.TW,SWING_TRADE,365,68.500000,67.130000,71.240000,0.874136,0.874136,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.874 >= 閾值0.180,SignalRSI:LONG 87% - RSI超賣 41.3 <= 42.0,
2026-05-13 09:26:12,auto-monitor,PAPER_20260513_092612_000039,PAPER_20260513_092612_000039,1597.TW,SWING_TRADE,117,181.000000,177.380000,188.240000,0.900000,0.900000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.900 >= 閾值0.180,SignalRSI:LONG 90% - RSI超賣 0.0 <= 42.0,
2026-05-13 09:28:12,auto-monitor,PAPER_20260513_092812_000043,PAPER_20260513_092812_000043,2481.TW,SWING_TRADE,250,115.000000,112.700000,119.600000,0.897399,0.897399,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.897 >= 閾值0.180,"SignalRSI:LONG 90% - RSI超賣 41.9 <= 42.0 | MovingAverageTrend:SHORT 41% - EMA trend down: fast 115.05 < slow 116.17, close 115.00 <= fast",
2026-05-13 09:28:20,auto-monitor,PAPER_20260513_092820_000044,PAPER_20260513_092820_000044,1711.TW,SWING_TRADE,468,52.200000,51.156000,54.288000,0.620746,0.620746,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.621 >= 閾值0.180,"SignalRSI:LONG 62% - RSI超賣 34.7 <= 42.0 | MovingAverageTrend:SHORT 37% - EMA trend down: fast 52.33 < slow 52.70, close 52.20 <= fast",
2026-05-13 09:28:44,auto-monitor,PAPER_20260513_092844_000045,PAPER_20260513_092844_000045,2313.TW,SWING_TRADE,85,242.500000,237.650000,252.200000,0.338340,0.338340,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.338 >= 閾值0.180,"MovingAverageTrend:SHORT 54% - EMA trend down: fast 243.39 < slow 247.72, close 242.50 <= fast | SignalRSI:LONG 34% - RSI超賣 27.3 <= 42.0",
2026-05-13 09:42:20,auto-monitor,PAPER_20260513_094220_000047,PAPER_20260513_094220_000047,8088.TW,SWING_TRADE,336,53.600000,52.528000,55.744000,0.435894,0.435894,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.436 >= 閾值0.180,"MovingAverageTrend:LONG 54% - EMA trend up: fast 53.19 > slow 52.33, close 53.60 >= fast | SignalRSI:SHORT 24% - RSI超買 77.6 >= 62.0",
2026-05-13 09:46:20,auto-monitor,PAPER_20260513_094620_000049,PAPER_20260513_094620_000049,1711.TW,SWING_TRADE,366,52.300000,51.254000,54.392000,0.545872,0.545872,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.546 >= 閾值0.180,"SignalRSI:LONG 55% - RSI超賣 32.7 <= 42.0 | MovingAverageTrend:SHORT 30% - EMA trend down: fast 52.33 < slow 52.48, close 52.30 <= fast",
2026-05-13 09:47:16,auto-monitor,PAPER_20260513_094716_000051,PAPER_20260513_094716_000051,2367.TW,SWING_TRADE,295,61.600000,60.368000,64.064000,0.259039,0.259039,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.259 >= 閾值0.180,"VolumeBreakout:SHORT 90% - Breakdown 61.60 < low 61.90 with volume 12.30x >= 1.60x | MovingAverageTrend:SHORT 36% - EMA trend down: fast 61.93 < slow 62.29, close 61.60 <= fast | SignalRSI:LONG 26% - RSI超賣 16.8 <= 42.0",
2026-05-13 09:51:24,auto-monitor,PAPER_20260513_095124_000053,PAPER_20260513_095124_000053,2472.TW,SWING_TRADE,78,233.500000,228.830000,242.840000,0.934478,0.934478,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.934 >= 閾值0.180,"SignalRSI:SHORT 53% - RSI超買 91.2 >= 62.0 | VolumeBreakout:LONG 64% - Breakout 233.50 > high 232.00 with volume 3.05x >= 1.60x | MovingAverageTrend:LONG 53% - EMA trend up: fast 230.99 > slow 227.66, close 233.50 >= fast",
2026-05-13 10:12:20,auto-monitor,PAPER_20260513_101220_000055,PAPER_20260513_101220_000055,2472.TW,SWING_TRADE,80,228.000000,223.440000,237.120000,0.346475,0.346475,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.346 >= 閾值0.180,"SignalRSI:LONG 35% - RSI超賣 27.5 <= 42.0 | MovingAverageTrend:SHORT 33% - EMA trend down: fast 229.33 < slow 230.13, close 228.00 <= fast",
2026-05-13 10:52:20,auto-monitor,PAPER_20260513_105220_000057,PAPER_20260513_105220_000057,3090.TW,SWING_TRADE,150,122.000000,118.580000,125.840000,0.232925,0.232925,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.233 >= 閾值0.180,"SignalRSI:SHORT 51% - RSI超買 71.2 >= 62.0 | MovingAverageTrend:LONG 29% - EMA trend up: fast 120.86 > slow 120.59, close 121.00 >= fast",
2026-05-13 11:30:04,auto-monitor,PAPER_20260513_113004_000059,PAPER_20260513_113004_000059,2324.TW,SWING_TRADE,524,31.550000,30.919000,32.812000,1.000000,1.000000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數1.050 >= 閾值0.180,"SignalRSI:SHORT 77% - RSI超買 96.9 >= 62.0 | VolumeBreakout:LONG 90% - Breakout 31.55 > high 31.45 with volume 5.50x >= 1.60x | MovingAverageTrend:LONG 41% - EMA trend up: fast 31.32 > slow 31.06, close 31.55 >= fast",
2026-05-13 11:33:24,auto-monitor,PAPER_20260513_113324_000061,PAPER_20260513_113324_000061,2481.TW,SWING_TRADE,155,119.500000,117.110000,124.280000,0.378841,0.378841,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.379 >= 閾值0.180,"SignalRSI:SHORT 71% - RSI超買 66.5 >= 62.0 | MovingAverageTrend:LONG 47% - EMA trend up: fast 119.29 > slow 117.70, close 119.50 >= fast",
2026-05-13 11:45:32,auto-monitor,PAPER_20260513_114532_000063,PAPER_20260513_114532_000063,8028.TW,SWING_TRADE,74,243.000000,238.140000,252.720000,0.753468,0.753468,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.753 >= 閾值0.180,"SignalRSI:SHORT 66% - RSI超買 94.4 >= 62.0 | VolumeBreakout:LONG 49% - Breakout 243.00 > high 242.50 with volume 2.30x >= 1.60x | MovingAverageTrend:LONG 45% - EMA trend up: fast 241.52 > slow 238.89, close 243.00 >= fast",
2026-05-13 11:56:12,auto-monitor,PAPER_20260513_115612_000065,PAPER_20260513_115612_000065,8028.TW,SWING_TRADE,76,238.000000,233.240000,247.520000,0.202833,0.202833,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.203 >= 閾值0.180,"MovingAverageTrend:SHORT 29% - EMA trend down: fast 239.02 < slow 239.43, close 238.00 <= fast | SignalRSI:LONG 20% - RSI超賣 18.3 <= 42.0",
2026-05-13 12:02:28,auto-monitor,PAPER_20260513_120228_000067,PAPER_20260513_120228_000067,8088.TW,SWING_TRADE,325,55.900000,54.782000,58.136000,0.869097,0.869097,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.869 >= 閾值0.180,"SignalRSI:SHORT 83% - RSI超買 98.3 >= 62.0 | VolumeBreakout:LONG 71% - Breakout 55.90 > high 55.50 with volume 3.38x >= 1.60x | MovingAverageTrend:LONG 38% - EMA trend up: fast 55.49 > slow 55.14, close 55.90 >= fast",
2026-05-13 12:24:04,auto-monitor,PAPER_20260513_122404_000069,PAPER_20260513_122404_000069,2485.TW,SWING_TRADE,285,67.000000,65.660000,69.680000,0.253173,0.253173,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.253 >= 閾值0.180,"VolumeBreakout:SHORT 90% - Breakdown 67.00 < low 67.10 with volume 8.21x >= 1.60x | SignalRSI:LONG 25% - RSI超賣 17.0 <= 42.0 | MovingAverageTrend:SHORT 31% - EMA trend down: fast 67.18 < slow 67.37, close 67.00 <= fast",
2026-05-13 12:24:12,auto-monitor,PAPER_20260513_122412_000071,PAPER_20260513_122412_000071,2313.TW,SWING_TRADE,81,237.500000,232.750000,247.000000,0.832903,0.832903,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.833 >= 閾值0.180,"SignalRSI:LONG 83% - RSI超賣 1.8 <= 42.0 | VolumeBreakout:SHORT 90% - Breakdown 237.50 < low 238.00 with volume 7.97x >= 1.60x | MovingAverageTrend:SHORT 32% - EMA trend down: fast 238.28 < slow 239.09, close 237.50 <= fast",
2026-05-13 12:44:36,auto-monitor,PAPER_20260513_124436_000073,PAPER_20260513_124436_000073,4540.TW,SWING_TRADE,347,65.600000,64.288000,68.224000,0.435491,0.435491,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.435 >= 閾值0.180,"SignalRSI:LONG 44% - RSI超賣 29.8 <= 42.0 | MovingAverageTrend:SHORT 26% - EMA trend down: fast 65.65 < slow 65.69, close 65.60 <= fast",
2026-05-13 12:59:41,auto-monitor,PAPER_20260513_125941_000075,PAPER_20260513_125941_000075,2301.TW,SWING_TRADE,99,211.500000,207.270000,219.960000,0.810000,0.900000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.900 >= 閾值0.180,SignalRSI:LONG 90% - RSI超賣 0.0 <= 42.0,
2026-05-13 13:17:08,auto-monitor,PAPER_20260513_131708_000077,PAPER_20260513_131708_000077,1711.TW,SWING_TRADE,403,51.200000,50.176000,53.248000,0.477860,0.477860,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.478 >= 閾值0.180,"SignalRSI:LONG 48% - RSI超賣 11.1 <= 42.0 | MovingAverageTrend:SHORT 32% - EMA trend down: fast 51.29 < slow 51.48, close 51.20 <= fast",
2026-05-13 13:22:21,auto-monitor,PAPER_20260513_132221_000079,PAPER_20260513_132221_000079,2344.TW,SWING_TRADE,182,121.500000,119.070000,126.360000,0.883739,0.883739,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.884 >= 閾值0.180,"SignalRSI:SHORT 57% - RSI超買 92.2 >= 62.0 | VolumeBreakout:LONG 71% - Breakout 121.50 > high 121.00 with volume 3.41x >= 1.60x | MovingAverageTrend:LONG 39% - EMA trend up: fast 120.82 > slow 119.92, close 121.50 >= fast",
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000001,PAPER_20260513_132615_000001,2301.TW,SWING_TRADE,709,211.500000,207.270000,219.960000,0.900000,0.900000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.900 >= 閾值0.350,SignalRSI:LONG 90% - RSI超賣 0.0 <= 30.0,
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000002,PAPER_20260513_132615_000002,2344.TW,SWING_TRADE,1049,121.500000,119.070000,126.360000,0.720000,0.720000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.720 >= 閾值0.350,VolumeBreakout:LONG 90% - Breakout 121.50 > high 120.50 with volume 7.18x >= 1.50x | SignalRSI:SHORT 71% - RSI超買 73.6 >= 70.0,
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000003,PAPER_20260513_132615_000003,2375.TW,SWING_TRADE,1126,96.200000,94.276000,100.048000,0.720000,0.720000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.720 >= 閾值0.350,SignalRSI:SHORT 72% - RSI超買 73.3 >= 70.0 | VolumeBreakout:LONG 90% - Breakout 96.20 > high 95.80 with volume 4.82x >= 1.50x,
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000004,PAPER_20260513_132615_000004,6770.TW,SWING_TRADE,1519,60.600000,59.388000,63.024000,0.694737,0.694737,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.695 >= 閾值0.350,VolumeBreakout:LONG 87% - Breakout 60.60 > high 60.40 with volume 4.09x >= 1.50x | SignalRSI:SHORT 44% - RSI超買 78.7 >= 70.0,
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000005,PAPER_20260513_132615_000005,8110.TW,SWING_TRADE,1578,49.550000,48.559000,51.532000,0.694570,0.694570,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.695 >= 閾值0.350,VolumeBreakout:LONG 87% - Breakout 49.55 > high 49.45 with volume 4.09x >= 1.50x | SignalRSI:SHORT 61% - RSI超買 75.5 >= 70.0,
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000006,PAPER_20260513_132615_000006,2485.TW,SWING_TRADE,989,67.200000,65.660000,69.680000,0.681544,0.757272,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.757 >= 閾值0.350,SignalRSI:LONG 76% - RSI超賣 27.3 <= 30.0,
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000007,PAPER_20260513_132615_000007,2313.TW,SWING_TRADE,237,238.000000,233.730000,248.040000,0.663108,0.736786,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.737 >= 閾值0.350,SignalRSI:LONG 74% - RSI超賣 26.9 <= 30.0,
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000008,PAPER_20260513_132615_000008,1815.TW,SWING_TRADE,453,106.000000,102.900000,109.200000,0.594128,0.660142,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.660 >= 閾值0.350,SignalRSI:LONG 66% - RSI超賣 25.5 <= 30.0,
2026-05-13 13:26:15,auto-monitor,PAPER_20260513_132615_000009,PAPER_20260513_132615_000009,1711.TW,SWING_TRADE,792,51.500000,50.274000,53.352000,0.375373,0.417082,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.417 >= 閾值0.350,SignalRSI:LONG 42% - RSI超賣 20.9 <= 30.0,
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000001,PAPER_20260513_133659_000001,2301.TW,SWING_TRADE,709,211.500000,207.270000,219.960000,0.900000,0.900000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.900 >= 閾值0.350,SignalRSI:LONG 90% - RSI超賣 0.0 <= 30.0,
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000002,PAPER_20260513_133659_000002,1711.TW,SWING_TRADE,2475,51.500000,50.470000,53.560000,0.787010,0.874455,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.874 >= 閾值0.350,SignalRSI:LONG 87% - RSI超賣 29.5 <= 30.0,
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000003,PAPER_20260513_133659_000003,2344.TW,SWING_TRADE,891,121.500000,119.070000,126.360000,0.720000,0.720000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.720 >= 閾值0.350,VolumeBreakout:LONG 90% - Breakout 121.50 > high 120.50 with volume 7.18x >= 1.50x | SignalRSI:SHORT 71% - RSI超買 73.6 >= 70.0,
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000004,PAPER_20260513_133659_000004,2375.TW,SWING_TRADE,957,96.200000,94.276000,100.048000,0.720000,0.720000,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.720 >= 閾值0.350,SignalRSI:SHORT 72% - RSI超買 73.3 >= 70.0 | VolumeBreakout:LONG 90% - Breakout 96.20 > high 95.80 with volume 4.82x >= 1.50x,
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000005,PAPER_20260513_133659_000005,6770.TW,SWING_TRADE,1291,60.600000,59.388000,63.024000,0.694737,0.694737,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.695 >= 閾值0.350,VolumeBreakout:LONG 87% - Breakout 60.60 > high 60.40 with volume 4.09x >= 1.50x | SignalRSI:SHORT 44% - RSI超買 78.7 >= 70.0,
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000006,PAPER_20260513_133659_000006,8110.TW,SWING_TRADE,1341,49.550000,48.559000,51.532000,0.694570,0.694570,2.000000,OPEN_LONG,VOTING_ENTRY,多頭分數0.695 >= 閾值0.350,VolumeBreakout:LONG 87% - Breakout 49.55 > high 49.45 with volume 4.09x >= 1.50x | SignalRSI:SHORT 61% - RSI超買 75.5 >= 70.0,
